task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Clustering kgrc_person_object_place DBSCAN metric=cosine adjusted_rand_index 0 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine adjusted_mutual_info_score 0 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine homogeneity_score 2 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine completeness_score 2 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine v_measure_score 2 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine normalized_mutual_info_score 2 8 4
Clustering kgrc_person_object_place DBSCAN metric=cosine clustering_accuracy 3 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" adjusted_rand_index 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" adjusted_mutual_info_score 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" homogeneity_score 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" completeness_score 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" v_measure_score 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" normalized_mutual_info_score 0 8 4
Clustering kgrc_person_object_place KMeans "metric=enclidean, n_clusters=3" clustering_accuracy 0 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 2 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 2 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" homogeneity_score 4 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" completeness_score 2 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" v_measure_score 2 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 2 8 4
Clustering kgrc_person_object_place "Agglomerative clustering" "metric=cosine, n_clusters=3" clustering_accuracy 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" homogeneity_score 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" completeness_score 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" v_measure_score 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 3 8 4
Clustering kgrc_person_object_place "Ward hierarchical clustering" "metric=cosine, n_clusters=3" clustering_accuracy 3 8 4
Clustering kgrc_qt900 DBSCAN metric=cosine adjusted_rand_index 6 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine adjusted_mutual_info_score 6 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine homogeneity_score 2 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine completeness_score 8 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine v_measure_score 7 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine normalized_mutual_info_score 7 35 18
Clustering kgrc_qt900 DBSCAN metric=cosine clustering_accuracy 20 35 16
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" adjusted_rand_index 8 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" adjusted_mutual_info_score 20 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" homogeneity_score 20 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" completeness_score 20 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" v_measure_score 20 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" normalized_mutual_info_score 20 35 12
Clustering kgrc_qt900 KMeans "metric=enclidean, n_clusters=3" clustering_accuracy 19 35 11
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 14 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 5 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" homogeneity_score 5 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" completeness_score 5 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" v_measure_score 5 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 5 35 15
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" clustering_accuracy 6 35 12
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 9 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 5 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" homogeneity_score 5 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" completeness_score 5 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" v_measure_score 5 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 5 35 18
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" clustering_accuracy 5 35 15
