test_name task_name gold_standard_file coverage model model_configuration metric score_value
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.005286897889475
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.011515252416151
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.018693619628437
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.024662054051076
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.021267023139563
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.021267023139563
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.54
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" adjusted_rand_index 0.002205614033673
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" adjusted_mutual_info_score 0.007649215294072
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" homogeneity_score 0.015247037111561
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" completeness_score 0.020721858603234
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" v_measure_score 0.017567786881712
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" normalized_mutual_info_score 0.017567786881712
kgrc_rdf-star_wang2vec_100_DB_2_4 Clustering kgrc_person_place 0.99 "Ward hierarchical clustering" "metric=DB, n_clusters=2" clustering_accuracy 0.53
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine adjusted_rand_index 0.007341252520003
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine adjusted_mutual_info_score 0.024216722449094
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine homogeneity_score 0.91741819011233
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine completeness_score 0.129046922830091
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine v_measure_score 0.22626649071838
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine normalized_mutual_info_score 0.22626649071838
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 DBSCAN metric=cosine clustering_accuracy 0.095
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.827236093652228
kgrc_rdfstar2vec_8_8_wang2vec_100_cosine_2_2 Clustering kgrc_person_place 1.0 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.755423652415658
