test_name task_name gold_standard_file coverage model model_configuration metric score_value
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine adjusted_rand_index 0.009366526699159
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine adjusted_mutual_info_score 0.029785830297794
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine homogeneity_score 0.14096072460365
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine completeness_score 0.145759027303033
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine v_measure_score 0.143319725756779
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine normalized_mutual_info_score 0.143319725756779
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 DBSCAN metric=cosine clustering_accuracy 0.359259259259259
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" adjusted_rand_index 0.388011848909051
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" adjusted_mutual_info_score 0.36923658111608
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" homogeneity_score 0.364213012965376
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" completeness_score 0.378911863358597
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" v_measure_score 0.371417068110622
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" normalized_mutual_info_score 0.371417068110622
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 KMeans "metric=enclidean, n_clusters=3" clustering_accuracy 0.751851851851852
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 0.063939211489731
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 0.063191757622269
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" homogeneity_score 0.065373788930287
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" completeness_score 0.067495889393068
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" v_measure_score 0.066417892818347
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 0.066417892818347
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" clustering_accuracy 0.418518518518519
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 0.029550643860355
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 0.029485901306746
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" homogeneity_score 0.030925445636853
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" completeness_score 0.03538585069972
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" v_measure_score 0.033005634411777
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 0.033005634411777
ikgrc_baseline_wang2vec_100_cosine_2_6 Clustering kgrc_person_object_place 1.0 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" clustering_accuracy 0.42962962962963
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine adjusted_rand_index 0.054373741933771
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine adjusted_mutual_info_score 0.080866537952924
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine homogeneity_score 0.174497634808173
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine completeness_score 0.094168946225433
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine v_measure_score 0.12232454312329
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine normalized_mutual_info_score 0.12232454312329
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 DBSCAN metric=cosine clustering_accuracy 0.328888888888889
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" adjusted_rand_index 0.060398240134334
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" adjusted_mutual_info_score 0.087877514924253
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" homogeneity_score 0.08334933277361
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" completeness_score 0.097509472683339
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" v_measure_score 0.089875076491064
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" normalized_mutual_info_score 0.089875076491064
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 KMeans "metric=enclidean, n_clusters=3" clustering_accuracy 0.485555555555556
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 0.072122358449881
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 0.07648588680456
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" homogeneity_score 0.072261257706683
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" completeness_score 0.085976204138578
ikgrc_rdfstar2vec_25_5_wang2vec_100_cosine_2_2 Clustering kgrc_qt900 1.0 "Agglomerative clustering" "metric=cosine, n_clusters=3" v_measure_score 0.078524371807424
